CONSOLIDATION,POLLING PLACE,POLLING PLACE ADDRESS,BALLOT GROUP,POLL TYPE,PRECINCT,HANDICAP ACCESS
250-0001A,PURCHE AVE ELEMENTARY SCHOOL,"13210 PURCHE AVE
GARDENA, CA 90249
(33.910770648000494, -118.32043595999971)",1,SCH-P,250-0001A,Y
250-0001A,PURCHE AVE ELEMENTARY SCHOOL,"13210 PURCHE AVE
GARDENA, CA 90249
(33.910770648000494, -118.32043595999971)",1,SCH-P,250-0001C,Y
250-0001A,PURCHE AVE ELEMENTARY SCHOOL,"13210 PURCHE AVE
GARDENA, CA 90249
(33.910770648000494, -118.32043595999971)",1,SCH-P,250-0001D,Y
250-0001A,PURCHE AVE ELEMENTARY SCHOOL,"13210 PURCHE AVE
GARDENA, CA 90249
(33.910770648000494, -118.32043595999971)",1,SCH-P,250-0046C,Y
250-0001A,PURCHE AVE ELEMENTARY SCHOOL,"13210 PURCHE AVE
GARDENA, CA 90249
(33.910770648000494, -118.32043595999971)",1,SCH-P,250-0046E,Y
250-0002A,PURCHE AVE ELEMENTARY SCHOOL,"13210 PURCHE AVE
GARDENA, CA 90249
(33.910770648000494, -118.32043595999971)",1,SCH-P,250-0001B,Y
250-0002A,PURCHE AVE ELEMENTARY SCHOOL,"13210 PURCHE AVE
GARDENA, CA 90249
(33.910770648000494, -118.32043595999971)",1,SCH-P,250-0001E,Y
250-0002A,PURCHE AVE ELEMENTARY SCHOOL,"13210 PURCHE AVE
GARDENA, CA 90249
(33.910770648000494, -118.32043595999971)",1,SCH-P,250-0001F,Y
250-0002A,PURCHE AVE ELEMENTARY SCHOOL,"13210 PURCHE AVE
GARDENA, CA 90249
(33.910770648000494, -118.32043595999971)",1,SCH-P,250-0002A,Y
250-0002A,PURCHE AVE ELEMENTARY SCHOOL,"13210 PURCHE AVE
GARDENA, CA 90249
(33.910770648000494, -118.32043595999971)",1,SCH-P,250-0002B,Y
250-0002A,PURCHE AVE ELEMENTARY SCHOOL,"13210 PURCHE AVE
GARDENA, CA 90249
(33.910770648000494, -118.32043595999971)",1,SCH-P,250-0002C,Y
250-0002A,PURCHE AVE ELEMENTARY SCHOOL,"13210 PURCHE AVE
GARDENA, CA 90249
(33.910770648000494, -118.32043595999971)",1,SCH-P,250-0002D,Y
250-0002A,PURCHE AVE ELEMENTARY SCHOOL,"13210 PURCHE AVE
GARDENA, CA 90249
(33.910770648000494, -118.32043595999971)",1,SCH-P,250-0002E,Y
250-0002A,PURCHE AVE ELEMENTARY SCHOOL,"13210 PURCHE AVE
GARDENA, CA 90249
(33.910770648000494, -118.32043595999971)",1,SCH-P,250-0002F,Y
250-0002A,PURCHE AVE ELEMENTARY SCHOOL,"13210 PURCHE AVE
GARDENA, CA 90249
(33.910770648000494, -118.32043595999971)",1,SCH-P,250-0015A,Y
250-0005A,ROWLEY PARK,"13220 VAN NESS AVE
GARDENA, CA 90249
(33.912397291000445, -118.31782381699969)",1,CITYO,250-0005A,Y
250-0005A,ROWLEY PARK,"13220 VAN NESS AVE
GARDENA, CA 90249
(33.912397291000445, -118.31782381699969)",1,CITYO,250-0005E,Y
250-0005A,ROWLEY PARK,"13220 VAN NESS AVE
GARDENA, CA 90249
(33.912397291000445, -118.31782381699969)",1,CITYO,250-0005F,Y
250-0005A,ROWLEY PARK,"13220 VAN NESS AVE
GARDENA, CA 90249
(33.912397291000445, -118.31782381699969)",1,CITYO,250-0046B,Y
250-0005A,ROWLEY PARK,"13220 VAN NESS AVE
GARDENA, CA 90249
(33.912397291000445, -118.31782381699969)",1,CITYO,250-0061B,Y
250-0007A,LAS FLORES CONV HOME,"14165 PURCHE AVE
GARDENA, CA 90249
(33.902770356000474, -118.3206825479997)",1,SRHMS,250-0007A,Y
250-0007A,LAS FLORES CONV HOME,"14165 PURCHE AVE
GARDENA, CA 90249
(33.902770356000474, -118.3206825479997)",1,SRHMS,250-0007B,Y
250-0007A,LAS FLORES CONV HOME,"14165 PURCHE AVE
GARDENA, CA 90249
(33.902770356000474, -118.3206825479997)",1,SRHMS,250-0007C,Y
250-0007A,LAS FLORES CONV HOME,"14165 PURCHE AVE
GARDENA, CA 90249
(33.902770356000474, -118.3206825479997)",1,SRHMS,250-0007D,Y
250-0007A,LAS FLORES CONV HOME,"14165 PURCHE AVE
GARDENA, CA 90249
(33.902770356000474, -118.3206825479997)",1,SRHMS,250-0007E,Y
250-0007A,LAS FLORES CONV HOME,"14165 PURCHE AVE
GARDENA, CA 90249
(33.902770356000474, -118.3206825479997)",1,SRHMS,250-0009B,Y
250-0007A,LAS FLORES CONV HOME,"14165 PURCHE AVE
GARDENA, CA 90249
(33.902770356000474, -118.3206825479997)",1,SRHMS,250-0009E,Y
250-0008A,LAS FLORES CONV HOME,"14165 PURCHE AVE
GARDENA, CA 90249
(33.902770356000474, -118.3206825479997)",1,SRHMS,250-0008A,Y
250-0008A,LAS FLORES CONV HOME,"14165 PURCHE AVE
GARDENA, CA 90249
(33.902770356000474, -118.3206825479997)",1,SRHMS,250-0008B,Y
250-0008A,LAS FLORES CONV HOME,"14165 PURCHE AVE
GARDENA, CA 90249
(33.902770356000474, -118.3206825479997)",1,SRHMS,250-0008C,Y
250-0008A,LAS FLORES CONV HOME,"14165 PURCHE AVE
GARDENA, CA 90249
(33.902770356000474, -118.3206825479997)",1,SRHMS,250-0008D,Y
250-0008A,LAS FLORES CONV HOME,"14165 PURCHE AVE
GARDENA, CA 90249
(33.902770356000474, -118.3206825479997)",1,SRHMS,250-0008E,Y
250-0008A,LAS FLORES CONV HOME,"14165 PURCHE AVE
GARDENA, CA 90249
(33.902770356000474, -118.3206825479997)",1,SRHMS,250-0009C,Y
250-0008A,LAS FLORES CONV HOME,"14165 PURCHE AVE
GARDENA, CA 90249
(33.902770356000474, -118.3206825479997)",1,SRHMS,250-0009D,Y
250-0041A,CHURCH OF THE HOLY COMMUNION,"1160 W 141ST ST
GARDENA, CA 90247
(33.90324279100048, -118.29589927099971)",1,CHUR1,250-0041A,Y
250-0041A,CHURCH OF THE HOLY COMMUNION,"1160 W 141ST ST
GARDENA, CA 90247
(33.90324279100048, -118.29589927099971)",1,CHUR1,250-0041B,Y
250-0041A,CHURCH OF THE HOLY COMMUNION,"1160 W 141ST ST
GARDENA, CA 90247
(33.90324279100048, -118.29589927099971)",1,CHUR1,250-0041C,Y
250-0041A,CHURCH OF THE HOLY COMMUNION,"1160 W 141ST ST
GARDENA, CA 90247
(33.90324279100048, -118.29589927099971)",1,CHUR1,250-0041D,Y
250-0041A,CHURCH OF THE HOLY COMMUNION,"1160 W 141ST ST
GARDENA, CA 90247
(33.90324279100048, -118.29589927099971)",1,CHUR1,250-0041E,Y
250-0041A,CHURCH OF THE HOLY COMMUNION,"1160 W 141ST ST
GARDENA, CA 90247
(33.90324279100048, -118.29589927099971)",1,CHUR1,250-0061A,Y
250-0046A,ROWLEY PARK,"13220 VAN NESS AVE
GARDENA, CA 90249
(33.912397291000445, -118.31782381699969)",1,CITYO,250-0004A,Y
250-0046A,ROWLEY PARK,"13220 VAN NESS AVE
GARDENA, CA 90249
(33.912397291000445, -118.31782381699969)",1,CITYO,250-0004B,Y
250-0046A,ROWLEY PARK,"13220 VAN NESS AVE
GARDENA, CA 90249
(33.912397291000445, -118.31782381699969)",1,CITYO,250-0004C,Y
250-0046A,ROWLEY PARK,"13220 VAN NESS AVE
GARDENA, CA 90249
(33.912397291000445, -118.31782381699969)",1,CITYO,250-0046A,Y
250-0046A,ROWLEY PARK,"13220 VAN NESS AVE
GARDENA, CA 90249
(33.912397291000445, -118.31782381699969)",1,CITYO,250-0046D,Y
270-0092A,I-COPP CENTER,"2666 W IMPERIAL HWY
INGLEWOOD, CA 90303
(33.930875856000455, -118.32283451899968)",1,CITYO,270-0092A,Y
270-0092A,I-COPP CENTER,"2666 W IMPERIAL HWY
INGLEWOOD, CA 90303
(33.930875856000455, -118.32283451899968)",1,CITYO,270-0092B,Y
270-0092A,I-COPP CENTER,"2666 W IMPERIAL HWY
INGLEWOOD, CA 90303
(33.930875856000455, -118.32283451899968)",1,CITYO,270-0092C,Y
270-0092A,I-COPP CENTER,"2666 W IMPERIAL HWY
INGLEWOOD, CA 90303
(33.930875856000455, -118.32283451899968)",1,CITYO,270-0092D,Y
270-0092A,I-COPP CENTER,"2666 W IMPERIAL HWY
INGLEWOOD, CA 90303
(33.930875856000455, -118.32283451899968)",1,CITYO,270-0093A,Y
270-0092A,I-COPP CENTER,"2666 W IMPERIAL HWY
INGLEWOOD, CA 90303
(33.930875856000455, -118.32283451899968)",1,CITYO,270-0093C,Y
270-0092A,I-COPP CENTER,"2666 W IMPERIAL HWY
INGLEWOOD, CA 90303
(33.930875856000455, -118.32283451899968)",1,CITYO,270-0093D,Y
270-0092A,I-COPP CENTER,"2666 W IMPERIAL HWY
INGLEWOOD, CA 90303
(33.930875856000455, -118.32283451899968)",1,CITYO,270-0093E,Y
270-0094A,I-COPP CENTER,"2666 W IMPERIAL HWY
INGLEWOOD, CA 90303
(33.930875856000455, -118.32283451899968)",1,CITYO,270-0094A,Y
270-0094A,I-COPP CENTER,"2666 W IMPERIAL HWY
INGLEWOOD, CA 90303
(33.930875856000455, -118.32283451899968)",1,CITYO,270-0094B,Y
270-0094A,I-COPP CENTER,"2666 W IMPERIAL HWY
INGLEWOOD, CA 90303
(33.930875856000455, -118.32283451899968)",1,CITYO,270-0094C,Y
270-0094A,I-COPP CENTER,"2666 W IMPERIAL HWY
INGLEWOOD, CA 90303
(33.930875856000455, -118.32283451899968)",1,CITYO,270-0094D,Y
270-0094A,I-COPP CENTER,"2666 W IMPERIAL HWY
INGLEWOOD, CA 90303
(33.930875856000455, -118.32283451899968)",1,CITYO,270-0094E,Y
270-0094A,I-COPP CENTER,"2666 W IMPERIAL HWY
INGLEWOOD, CA 90303
(33.930875856000455, -118.32283451899968)",1,CITYO,270-0094F,Y
295-0022B,I-COPP CENTER,"2666 W IMPERIAL HWY
INGLEWOOD, CA 90303
(33.930875856000455, -118.32283451899968)",1,CITYO,295-0022B,Y
295-0022B,I-COPP CENTER,"2666 W IMPERIAL HWY
INGLEWOOD, CA 90303
(33.930875856000455, -118.32283451899968)",1,CITYO,295-0024B,Y
751-0001A,COMMUNITY YOUTH FOUNDATION,"4828 CRENSHAW BLVD
LOS ANGELES, CA 90043
(33.99941774100046, -118.33053535899973)",1,SC-PR,751-0001A,Y
751-0001A,COMMUNITY YOUTH FOUNDATION,"4828 CRENSHAW BLVD
LOS ANGELES, CA 90043
(33.99941774100046, -118.33053535899973)",1,SC-PR,751-0001B,Y
751-0001A,COMMUNITY YOUTH FOUNDATION,"4828 CRENSHAW BLVD
LOS ANGELES, CA 90043
(33.99941774100046, -118.33053535899973)",1,SC-PR,751-0001C,Y
751-0001A,COMMUNITY YOUTH FOUNDATION,"4828 CRENSHAW BLVD
LOS ANGELES, CA 90043
(33.99941774100046, -118.33053535899973)",1,SC-PR,751-0001D,Y
751-0001A,COMMUNITY YOUTH FOUNDATION,"4828 CRENSHAW BLVD
LOS ANGELES, CA 90043
(33.99941774100046, -118.33053535899973)",1,SC-PR,751-0001E,Y
751-0001A,COMMUNITY YOUTH FOUNDATION,"4828 CRENSHAW BLVD
LOS ANGELES, CA 90043
(33.99941774100046, -118.33053535899973)",1,SC-PR,751-0001F,Y
751-0001A,COMMUNITY YOUTH FOUNDATION,"4828 CRENSHAW BLVD
LOS ANGELES, CA 90043
(33.99941774100046, -118.33053535899973)",1,SC-PR,751-0002A,Y
751-0001A,COMMUNITY YOUTH FOUNDATION,"4828 CRENSHAW BLVD
LOS ANGELES, CA 90043
(33.99941774100046, -118.33053535899973)",1,SC-PR,751-0002B,Y
751-0001A,COMMUNITY YOUTH FOUNDATION,"4828 CRENSHAW BLVD
LOS ANGELES, CA 90043
(33.99941774100046, -118.33053535899973)",1,SC-PR,751-0002E,Y
751-0003C,LADERA PARK BUILDING,"6027 LADERA PARK AVE
LOS ANGELES, CA 90056
(33.987467678000485, -118.35944876599967)",1,MISCP,343-0008A,Y
751-0003C,LADERA PARK BUILDING,"6027 LADERA PARK AVE
LOS ANGELES, CA 90056
(33.987467678000485, -118.35944876599967)",1,MISCP,751-0003C,Y
751-0003C,LADERA PARK BUILDING,"6027 LADERA PARK AVE
LOS ANGELES, CA 90056
(33.987467678000485, -118.35944876599967)",1,MISCP,751-0003D,Y
751-0003C,LADERA PARK BUILDING,"6027 LADERA PARK AVE
LOS ANGELES, CA 90056
(33.987467678000485, -118.35944876599967)",1,MISCP,751-0003E,Y
751-0003C,LADERA PARK BUILDING,"6027 LADERA PARK AVE
LOS ANGELES, CA 90056
(33.987467678000485, -118.35944876599967)",1,MISCP,751-0013A,Y
751-0003C,LADERA PARK BUILDING,"6027 LADERA PARK AVE
LOS ANGELES, CA 90056
(33.987467678000485, -118.35944876599967)",1,MISCP,751-0013B,Y
751-0003C,LADERA PARK BUILDING,"6027 LADERA PARK AVE
LOS ANGELES, CA 90056
(33.987467678000485, -118.35944876599967)",1,MISCP,751-0013C,Y
751-0004A,CHRIST THE GOOD SHEPHERD CHR,"3303 W VERNON AVE
LOS ANGELES, CA 90008
(34.00368872900049, -118.32956062999972)",1,CHURC,751-0002D,Y
751-0004A,CHRIST THE GOOD SHEPHERD CHR,"3303 W VERNON AVE
LOS ANGELES, CA 90008
(34.00368872900049, -118.32956062999972)",1,CHURC,751-0004A,Y
751-0004A,CHRIST THE GOOD SHEPHERD CHR,"3303 W VERNON AVE
LOS ANGELES, CA 90008
(34.00368872900049, -118.32956062999972)",1,CHURC,751-0004B,Y
751-0004A,CHRIST THE GOOD SHEPHERD CHR,"3303 W VERNON AVE
LOS ANGELES, CA 90008
(34.00368872900049, -118.32956062999972)",1,CHURC,751-0004C,Y
751-0004A,CHRIST THE GOOD SHEPHERD CHR,"3303 W VERNON AVE
LOS ANGELES, CA 90008
(34.00368872900049, -118.32956062999972)",1,CHURC,751-0004D,Y
751-0006A,ANGELES MESA PRESBY CHURCH,"3751 W 054TH ST
LOS ANGELES, CA 90043
(33.986730529000454, -118.33290641599967)",1,CHUR1,751-0005A,Y
751-0006A,ANGELES MESA PRESBY CHURCH,"3751 W 054TH ST
LOS ANGELES, CA 90043
(33.986730529000454, -118.33290641599967)",1,CHUR1,751-0005C,Y
751-0006A,ANGELES MESA PRESBY CHURCH,"3751 W 054TH ST
LOS ANGELES, CA 90043
(33.986730529000454, -118.33290641599967)",1,CHUR1,751-0005D,Y
751-0006A,ANGELES MESA PRESBY CHURCH,"3751 W 054TH ST
LOS ANGELES, CA 90043
(33.986730529000454, -118.33290641599967)",1,CHUR1,751-0006A,Y
751-0006A,ANGELES MESA PRESBY CHURCH,"3751 W 054TH ST
LOS ANGELES, CA 90043
(33.986730529000454, -118.33290641599967)",1,CHUR1,751-0006B,Y
751-0006A,ANGELES MESA PRESBY CHURCH,"3751 W 054TH ST
LOS ANGELES, CA 90043
(33.986730529000454, -118.33290641599967)",1,CHUR1,751-0006C,Y
751-0006A,ANGELES MESA PRESBY CHURCH,"3751 W 054TH ST
LOS ANGELES, CA 90043
(33.986730529000454, -118.33290641599967)",1,CHUR1,751-0006D,Y
751-0006A,ANGELES MESA PRESBY CHURCH,"3751 W 054TH ST
LOS ANGELES, CA 90043
(33.986730529000454, -118.33290641599967)",1,CHUR1,751-0006E,Y
751-0006A,ANGELES MESA PRESBY CHURCH,"3751 W 054TH ST
LOS ANGELES, CA 90043
(33.986730529000454, -118.33290641599967)",1,CHUR1,751-0006F,Y
751-0008A,ANGELES MESA PRESBY CHURCH,"3751 W 054TH ST
LOS ANGELES, CA 90043
(33.986730529000454, -118.33290641599967)",1,CHUR1,751-0008A,Y
751-0008A,ANGELES MESA PRESBY CHURCH,"3751 W 054TH ST
LOS ANGELES, CA 90043
(33.986730529000454, -118.33290641599967)",1,CHUR1,751-0008B,Y
751-0008A,ANGELES MESA PRESBY CHURCH,"3751 W 054TH ST
LOS ANGELES, CA 90043
(33.986730529000454, -118.33290641599967)",1,CHUR1,751-0008C,Y
751-0008A,ANGELES MESA PRESBY CHURCH,"3751 W 054TH ST
LOS ANGELES, CA 90043
(33.986730529000454, -118.33290641599967)",1,CHUR1,751-0008D,Y
751-0008A,ANGELES MESA PRESBY CHURCH,"3751 W 054TH ST
LOS ANGELES, CA 90043
(33.986730529000454, -118.33290641599967)",1,CHUR1,751-0008E,Y
751-0008A,ANGELES MESA PRESBY CHURCH,"3751 W 054TH ST
LOS ANGELES, CA 90043
(33.986730529000454, -118.33290641599967)",1,CHUR1,751-0008F,Y
751-0008A,ANGELES MESA PRESBY CHURCH,"3751 W 054TH ST
LOS ANGELES, CA 90043
(33.986730529000454, -118.33290641599967)",1,CHUR1,751-0009A,Y
751-0009B,ANGELES MESA PRESBY CHURCH,"3751 W 054TH ST
LOS ANGELES, CA 90043
(33.986730529000454, -118.33290641599967)",1,CHUR1,751-0005B,Y
751-0009B,ANGELES MESA PRESBY CHURCH,"3751 W 054TH ST
LOS ANGELES, CA 90043
(33.986730529000454, -118.33290641599967)",1,CHUR1,751-0005F,Y
751-0009B,ANGELES MESA PRESBY CHURCH,"3751 W 054TH ST
LOS ANGELES, CA 90043
(33.986730529000454, -118.33290641599967)",1,CHUR1,751-0005G,Y
751-0009B,ANGELES MESA PRESBY CHURCH,"3751 W 054TH ST
LOS ANGELES, CA 90043
(33.986730529000454, -118.33290641599967)",1,CHUR1,751-0009B,Y
751-0009B,ANGELES MESA PRESBY CHURCH,"3751 W 054TH ST
LOS ANGELES, CA 90043
(33.986730529000454, -118.33290641599967)",1,CHUR1,751-0009C,Y
751-0009B,ANGELES MESA PRESBY CHURCH,"3751 W 054TH ST
LOS ANGELES, CA 90043
(33.986730529000454, -118.33290641599967)",1,CHUR1,751-0009D,Y
751-0009B,ANGELES MESA PRESBY CHURCH,"3751 W 054TH ST
LOS ANGELES, CA 90043
(33.986730529000454, -118.33290641599967)",1,CHUR1,751-0009E,Y
751-0009B,ANGELES MESA PRESBY CHURCH,"3751 W 054TH ST
LOS ANGELES, CA 90043
(33.986730529000454, -118.33290641599967)",1,CHUR1,751-0009F,Y
751-0010A,NAT`L COUNCIL OF NEGRO WOMEN,"3720 W 054TH ST
LOS ANGELES, CA 90043
(33.986730529000454, -118.33290641599967)",1,CLUB,751-0002C,Y
751-0010A,NAT`L COUNCIL OF NEGRO WOMEN,"3720 W 054TH ST
LOS ANGELES, CA 90043
(33.986730529000454, -118.33290641599967)",1,CLUB,751-0010A,Y
751-0010A,NAT`L COUNCIL OF NEGRO WOMEN,"3720 W 054TH ST
LOS ANGELES, CA 90043
(33.986730529000454, -118.33290641599967)",1,CLUB,751-0010B,Y
751-0010A,NAT`L COUNCIL OF NEGRO WOMEN,"3720 W 054TH ST
LOS ANGELES, CA 90043
(33.986730529000454, -118.33290641599967)",1,CLUB,751-0010C,Y
751-0010A,NAT`L COUNCIL OF NEGRO WOMEN,"3720 W 054TH ST
LOS ANGELES, CA 90043
(33.986730529000454, -118.33290641599967)",1,CLUB,751-0010D,Y
751-0010A,NAT`L COUNCIL OF NEGRO WOMEN,"3720 W 054TH ST
LOS ANGELES, CA 90043
(33.986730529000454, -118.33290641599967)",1,CLUB,751-0010E,Y
751-0012A,WINDSOR HILLS ELEMENTARY SCH,"5215 OVERDALE DR
LOS ANGELES, CA 90043
(33.995643430000484, -118.35537584799971)",1,LAUSD,751-0003A,Y
751-0012A,WINDSOR HILLS ELEMENTARY SCH,"5215 OVERDALE DR
LOS ANGELES, CA 90043
(33.995643430000484, -118.35537584799971)",1,LAUSD,751-0003B,Y
751-0012A,WINDSOR HILLS ELEMENTARY SCH,"5215 OVERDALE DR
LOS ANGELES, CA 90043
(33.995643430000484, -118.35537584799971)",1,LAUSD,751-0012A,Y
751-0012A,WINDSOR HILLS ELEMENTARY SCH,"5215 OVERDALE DR
LOS ANGELES, CA 90043
(33.995643430000484, -118.35537584799971)",1,LAUSD,751-0012B,Y
751-0012A,WINDSOR HILLS ELEMENTARY SCH,"5215 OVERDALE DR
LOS ANGELES, CA 90043
(33.995643430000484, -118.35537584799971)",1,LAUSD,751-0012C,Y
751-0012A,WINDSOR HILLS ELEMENTARY SCH,"5215 OVERDALE DR
LOS ANGELES, CA 90043
(33.995643430000484, -118.35537584799971)",1,LAUSD,751-0012E,Y
751-0012A,WINDSOR HILLS ELEMENTARY SCH,"5215 OVERDALE DR
LOS ANGELES, CA 90043
(33.995643430000484, -118.35537584799971)",1,LAUSD,751-0012F,Y
751-0012A,WINDSOR HILLS ELEMENTARY SCH,"5215 OVERDALE DR
LOS ANGELES, CA 90043
(33.995643430000484, -118.35537584799971)",1,LAUSD,751-0012G,Y
751-0012A,WINDSOR HILLS ELEMENTARY SCH,"5215 OVERDALE DR
LOS ANGELES, CA 90043
(33.995643430000484, -118.35537584799971)",1,LAUSD,751-0012H,Y
751-0012A,WINDSOR HILLS ELEMENTARY SCH,"5215 OVERDALE DR
LOS ANGELES, CA 90043
(33.995643430000484, -118.35537584799971)",1,LAUSD,751-0012J,Y
767-0001A,MESSIAH LUTHERAN CHURCH,"1149 W MANCHESTER AVE
LOS ANGELES, CA 90044
(33.960037610000484, -118.29569992599971)",1,CHURC,767-0001A,Y
767-0001A,MESSIAH LUTHERAN CHURCH,"1149 W MANCHESTER AVE
LOS ANGELES, CA 90044
(33.960037610000484, -118.29569992599971)",1,CHURC,767-0001B,Y
767-0001A,MESSIAH LUTHERAN CHURCH,"1149 W MANCHESTER AVE
LOS ANGELES, CA 90044
(33.960037610000484, -118.29569992599971)",1,CHURC,767-0001C,Y
767-0001A,MESSIAH LUTHERAN CHURCH,"1149 W MANCHESTER AVE
LOS ANGELES, CA 90044
(33.960037610000484, -118.29569992599971)",1,CHURC,767-0001D,Y
767-0001A,MESSIAH LUTHERAN CHURCH,"1149 W MANCHESTER AVE
LOS ANGELES, CA 90044
(33.960037610000484, -118.29569992599971)",1,CHURC,767-0002A,Y
767-0003A,BRET HARTE MIDDLE SCHOOL,"9301 S HOOVER ST
LOS ANGELES, CA 90044
(33.95144043500045, -118.28703246199967)",1,LAUSD,767-0002B,N
767-0003A,BRET HARTE MIDDLE SCHOOL,"9301 S HOOVER ST
LOS ANGELES, CA 90044
(33.95144043500045, -118.28703246199967)",1,LAUSD,767-0003A,N
767-0003A,BRET HARTE MIDDLE SCHOOL,"9301 S HOOVER ST
LOS ANGELES, CA 90044
(33.95144043500045, -118.28703246199967)",1,LAUSD,767-0003C,N
767-0003A,BRET HARTE MIDDLE SCHOOL,"9301 S HOOVER ST
LOS ANGELES, CA 90044
(33.95144043500045, -118.28703246199967)",1,LAUSD,767-0003D,N
767-0003A,BRET HARTE MIDDLE SCHOOL,"9301 S HOOVER ST
LOS ANGELES, CA 90044
(33.95144043500045, -118.28703246199967)",1,LAUSD,767-0003E,N
767-0004A,GREATER TRUE VINE TEMPLE,"9616 S NORMANDIE AVE
LOS ANGELES, CA 90044
(33.948079229000484, -118.30023645999972)",1,CHUR1,767-0004A,Y
767-0004A,GREATER TRUE VINE TEMPLE,"9616 S NORMANDIE AVE
LOS ANGELES, CA 90044
(33.948079229000484, -118.30023645999972)",1,CHUR1,767-0004B,Y
767-0004A,GREATER TRUE VINE TEMPLE,"9616 S NORMANDIE AVE
LOS ANGELES, CA 90044
(33.948079229000484, -118.30023645999972)",1,CHUR1,767-0004C,Y
767-0004A,GREATER TRUE VINE TEMPLE,"9616 S NORMANDIE AVE
LOS ANGELES, CA 90044
(33.948079229000484, -118.30023645999972)",1,CHUR1,767-0004D,Y
767-0004A,GREATER TRUE VINE TEMPLE,"9616 S NORMANDIE AVE
LOS ANGELES, CA 90044
(33.948079229000484, -118.30023645999972)",1,CHUR1,767-0004E,Y
767-0004A,GREATER TRUE VINE TEMPLE,"9616 S NORMANDIE AVE
LOS ANGELES, CA 90044
(33.948079229000484, -118.30023645999972)",1,CHUR1,767-0004F,Y
767-0004A,GREATER TRUE VINE TEMPLE,"9616 S NORMANDIE AVE
LOS ANGELES, CA 90044
(33.948079229000484, -118.30023645999972)",1,CHUR1,767-0027A,Y
767-0005A,COMMUNITY CHURCH OF L A,"10611 S HOOVER ST
LOS ANGELES, CA 90044
(33.93969983600044, -118.2870128729997)",1,CHUR1,767-0005A,Y
767-0005A,COMMUNITY CHURCH OF L A,"10611 S HOOVER ST
LOS ANGELES, CA 90044
(33.93969983600044, -118.2870128729997)",1,CHUR1,767-0005B,Y
767-0005A,COMMUNITY CHURCH OF L A,"10611 S HOOVER ST
LOS ANGELES, CA 90044
(33.93969983600044, -118.2870128729997)",1,CHUR1,767-0005C,Y
767-0005A,COMMUNITY CHURCH OF L A,"10611 S HOOVER ST
LOS ANGELES, CA 90044
(33.93969983600044, -118.2870128729997)",1,CHUR1,767-0005D,Y
767-0006A,FAITH UNITED METHODIST CHR,"1713 W 108TH ST
LOS ANGELES, CA 90047
(33.93822837100049, -118.30705911999968)",1,CHUR1,767-0006A,Y
767-0006A,FAITH UNITED METHODIST CHR,"1713 W 108TH ST
LOS ANGELES, CA 90047
(33.93822837100049, -118.30705911999968)",1,CHUR1,767-0006B,Y
767-0006A,FAITH UNITED METHODIST CHR,"1713 W 108TH ST
LOS ANGELES, CA 90047
(33.93822837100049, -118.30705911999968)",1,CHUR1,767-0006C,Y
767-0006A,FAITH UNITED METHODIST CHR,"1713 W 108TH ST
LOS ANGELES, CA 90047
(33.93822837100049, -118.30705911999968)",1,CHUR1,767-0006D,Y
767-0006A,FAITH UNITED METHODIST CHR,"1713 W 108TH ST
LOS ANGELES, CA 90047
(33.93822837100049, -118.30705911999968)",1,CHUR1,767-0006E,Y
767-0006A,FAITH UNITED METHODIST CHR,"1713 W 108TH ST
LOS ANGELES, CA 90047
(33.93822837100049, -118.30705911999968)",1,CHUR1,767-0006F,Y
767-0006A,FAITH UNITED METHODIST CHR,"1713 W 108TH ST
LOS ANGELES, CA 90047
(33.93822837100049, -118.30705911999968)",1,CHUR1,767-0008A,Y
767-0006A,FAITH UNITED METHODIST CHR,"1713 W 108TH ST
LOS ANGELES, CA 90047
(33.93822837100049, -118.30705911999968)",1,CHUR1,767-0008C,Y
767-0007A,GREATER TRUE VINE TEMPLE,"9616 S NORMANDIE AVE
LOS ANGELES, CA 90044
(33.948079229000484, -118.30023645999972)",1,CHUR1,767-0007A,Y
767-0007A,GREATER TRUE VINE TEMPLE,"9616 S NORMANDIE AVE
LOS ANGELES, CA 90044
(33.948079229000484, -118.30023645999972)",1,CHUR1,767-0007B,Y
767-0007A,GREATER TRUE VINE TEMPLE,"9616 S NORMANDIE AVE
LOS ANGELES, CA 90044
(33.948079229000484, -118.30023645999972)",1,CHUR1,767-0007C,Y
767-0007A,GREATER TRUE VINE TEMPLE,"9616 S NORMANDIE AVE
LOS ANGELES, CA 90044
(33.948079229000484, -118.30023645999972)",1,CHUR1,767-0007D,Y
767-0009A,BRET HARTE MIDDLE SCHOOL,"9301 S HOOVER ST
LOS ANGELES, CA 90044
(33.95144043500045, -118.28703246199967)",1,LAUSD,767-0002C,N
767-0009A,BRET HARTE MIDDLE SCHOOL,"9301 S HOOVER ST
LOS ANGELES, CA 90044
(33.95144043500045, -118.28703246199967)",1,LAUSD,767-0003B,N
767-0009A,BRET HARTE MIDDLE SCHOOL,"9301 S HOOVER ST
LOS ANGELES, CA 90044
(33.95144043500045, -118.28703246199967)",1,LAUSD,767-0009A,N
767-0009A,BRET HARTE MIDDLE SCHOOL,"9301 S HOOVER ST
LOS ANGELES, CA 90044
(33.95144043500045, -118.28703246199967)",1,LAUSD,767-0009B,N
767-0009A,BRET HARTE MIDDLE SCHOOL,"9301 S HOOVER ST
LOS ANGELES, CA 90044
(33.95144043500045, -118.28703246199967)",1,LAUSD,767-0009C,N
