Location
"Latonia Av and Ave 43
Los Angeles, CA
(34.05349076500045, -118.24531669099969)"
"Avocado Av and Hillhurst Av
Los Angeles, CA
(34.11072260900045, -118.2874198079997)"
"Avocado St and Hillhurst Av
Los Angeles, CA
(34.11072260900045, -118.2874198079997)"
"Bahama St and Zelzah Av
Los Angeles, CA
(34.23276096300049, -118.52309580599967)"
"Baird Av and Elkwood St
Los Angeles, CA
(34.21295264800045, -118.53742616799968)"
"Baird Av and Willard St
Los Angeles, CA
(34.218381888000465, -118.53727560199968)"
"Balboa Bl and Nordhoff St
Los Angeles, CA
(34.23572357500046, -118.50250808799967)"
"Balboa Bl and Saticoy St
Los Angeles, CA
(34.20842237500045, -118.50115742099968)"
"Balcom Av and Raymer St
Los Angeles, CA
(34.226671887000464, -118.5207398869997)"
"Balcom Av and Raymer St
Los Angeles, CA
(34.226671887000464, -118.5207398869997)"
"Baldwin St and Mission Rd
Los Angeles, CA
(34.07045057200048, -118.1989267239997)"
"Baldwin St and Workman St
Los Angeles, CA
(34.070140583000466, -118.21428890699968)"
"Baltar St and Sedan Av
Los Angeles, CA
(34.21632267400048, -118.63040966799969)"
"Baltar St and Variel Av
Los Angeles, CA
(34.21671237400045, -118.5928876799997)"
"Bandera St and 103rd St
Los Angeles, CA
(33.942292144000476, -118.2396681729997)"
"Barbara Ann St and Nagle Av
Los Angeles, CA
(34.20022094500047, -118.42357595899972)"
"Barbara Ann St and Sunnyslope Av
Los Angeles, CA
(34.200110235000466, -118.4269991269997)"
"Barbee St and Thomas St
Los Angeles, CA
(34.069170759000485, -118.20514865099972)"
"Barrett Rd and Huntington Dr N
Los Angeles, CA
(34.089891329000466, -118.1694865989997)"
"Bartee Av and Osborne St
Los Angeles, CA
(34.243274028000485, -118.42445721499968)"
"Bartee Av and Terra Bella St
Los Angeles, CA
(34.24919039500048, -118.4307677109997)"
"Bassett St and Woodman Av
Los Angeles, CA
(34.19577038400047, -118.43126812199972)"
"Bates Av and Sunset Dr
Los Angeles, CA
(34.09816361400044, -118.28193742599967)"
"Beach St and 103rd St
Los Angeles, CA
(33.943222113000445, -118.24205951899972)"
"Beaver St and Bradley St
Los Angeles, CA
(34.29555150700048, -118.44698900699967)"
"Beaver St and Garrick Av
Los Angeles, CA
(34.319371970000475, -118.42010850799971)"
"Belle Porte Av and Anahiem St
Los Angeles, CA
(33.78450316900046, -118.30205573099971)"
"Belle Porte Av and Lomita Bl
Los Angeles, CA
(33.79780171000044, -118.30115676199972)"
"Ben Lomond Dr and Talmadge St
Los Angeles, CA
(34.10941179800045, -118.2817691459997)"
"Ben Lomond Pl and Ben Lomond Dr
Los Angeles, CA
(34.11103259800046, -118.28293824799971)"
"Bentley Av and Montana Av
Los Angeles, CA
(34.06908219100046, -118.45961885699973)"
"Berendo St and Los Felz Bl
Los Angeles, CA
(34.110611899000446, -118.2943591399997)"
"Berenice Pl and Ave 43
Los Angeles, CA
(34.089851473000465, -118.2011896459997)"
"Berg St and Brussels Av
Los Angeles, CA
(34.32086434600046, -118.42693712899973)"
"Berkshire Dr and Alpha St
Los Angeles, CA
(34.096640238000475, -118.1601382069997)"
"Berkshire Dr and Huntington Dr N
Los Angeles, CA
(34.095382568000446, -118.1580258519997)"
"Bermuda St and Langdon Av
Los Angeles, CA
(34.26685092700046, -118.46925952399971)"
"Berquist Av and Erwin St
Los Angeles, CA
(34.18312282100044, -118.63517907499971)"
"Bertrand Av and Sunburst St
Los Angeles, CA
(34.23457218600049, -118.52524801699968)"
"Beryl St and Mercury Av
Los Angeles, CA
(34.085910181000486, -118.18947647899972)"
"Beverly Glen and Ashton Av
Los Angeles, CA
(34.06591144400045, -118.42818594299968)"
"Beverly Glen and La Grange Av
Los Angeles, CA
(34.05543380600045, -118.42321725699969)"
"Beverly Glen and Sunset Bl
Los Angeles, CA
(34.064534206000474, -118.47072975899971)"
"Bevis Av and Hiawatha St
Los Angeles, CA
(34.25907019600049, -118.45535871799967)"
"Bianca Av and Haynes St
Los Angeles, CA
(34.189371319000486, -118.51316729199971)"
"Bianca Av and Prairie St
Los Angeles, CA
(34.239461160000474, -118.51416811399969)"
"Biloxi Av and Chandler Bl
Los Angeles, CA
(34.16871274800047, -118.3583586419997)"
"Blackhawk St and Saloma Av
Los Angeles, CA
(34.25816237000049, -118.4571477989997)"
"Blauvelt Pl and Raymer St
Los Angeles, CA
(34.227181155000494, -118.52411876999969)"
"Blythe St and Burnet Av
Los Angeles, CA
(34.21648209600045, -118.46358671999968)"
"Blythe St and Royer Av
Los Angeles, CA
(34.21411289300045, -118.62776590199968)"
"Blythe St and Variel Av
Los Angeles, CA
(34.21516242800044, -118.5928788219997)"
"Blythe St and Yolanda Av
Los Angeles, CA
(34.21470187200049, -118.5404463489997)"
"Borel St and Sierra St
Los Angeles, CA
(34.08409010100047, -118.20024639199971)"
"Bosworth St and Morse Av
Los Angeles, CA
(34.191014263000454, -118.4165569159997)"
"Bowling Green and Sunset Bl
Los Angeles, CA
(34.05941052500049, -118.47706682499972)"
"Bradley Av and Polk St
Los Angeles, CA
(34.30229156000047, -118.45568642099971)"
"Brand Bl and Sepulveda Bl
Los Angeles, CA
(34.26929098600044, -118.4670674569997)"
"Brighton Av and 79th St
Los Angeles, CA
(33.967290567000475, -118.30139589599969)"
"Bromwich St and Haddon Av
Los Angeles, CA
(34.247042612000484, -118.41390872199969)"
"Brussels Av and Dyer St
Los Angeles, CA
(34.31995209200045, -118.42560860299972)"
"Bryant St and De Soto Av
Los Angeles, CA
(34.226964163000446, -118.58851682999972)"
"Bryant St and De Soto Av
Los Angeles, CA
(34.226964163000446, -118.58851682999972)"
"Bryant St and Remmet Av
Los Angeles, CA
(34.227291866000485, -118.60100939799969)"
"Bryant St and Variel Av
Los Angeles, CA
(34.22694202100047, -118.59290982199968)"
"Budlong Av and 79th St
Los Angeles, CA
(33.967281709000474, -118.29618807699967)"
"Budlong Av and 83rd St
Los Angeles, CA
(33.96363269300048, -118.2959090869997)"
"Budlong Av and Slauson Av
Los Angeles, CA
(33.98913152500046, -118.29584708799968)"
"Bundy Dr and Ohio Av
Los Angeles, CA
(34.04017347600046, -118.46288702899972)"
"Burbank Bl and Cahuenga Bl
Los Angeles, CA
(34.17214034400047, -118.36158695899968)"
"Burbank Bl and Cahuenga Bl
Los Angeles, CA
(34.17214034400047, -118.36158695899968)"
"Burton St and Paso Robles Av
Los Angeles, CA
(34.219962833000466, -118.5035089109997)"
"Burton St and Sedan Av
Los Angeles, CA
(34.21846160000047, -118.62973654899969)"
"Burton St and Variel Av
Los Angeles, CA
(34.218993010000474, -118.5928876799997)"
"Cabanas Av and Day St
Los Angeles, CA
(34.25082005300044, -118.26850603299971)"
"Cahuenga Av and Oxnard St
Los Angeles, CA
(34.17944280600045, -118.36157810199973)"
"Cahuenga Bl and Chandler Bl
Los Angeles, CA
(34.16870389100046, -118.36153824699971)"
"Califa St and Clybourn Av
Los Angeles, CA
(34.17788400200044, -118.35862877499972)"
"Califa St and Denny Av
Los Angeles, CA
(34.17763158300045, -118.3648462749997)"
"Callicott Av and Friar St
Los Angeles, CA
(34.185523024000474, -118.63685744499969)"
"Camden Av and Missouri Av
Los Angeles, CA
(34.04552300500046, -118.4399256799997)"
"Camden Av and Santa Monica Bl
Los Angeles, CA
(34.04838376400045, -118.4423790239997)"
"Camden Av and Santa Monica Bl
Los Angeles, CA
(34.04838376400045, -118.4423790239997)"
"Cantaloupe Av and Enadia Wy
Los Angeles, CA
(34.20022094500047, -118.43444772699968)"
"Cantara St and Baird Av
Los Angeles, CA
(34.219280857000456, -118.53728888599971)"
"Cantara St and Loma Verde Av
Los Angeles, CA
(34.21821360800044, -118.58962836299969)"
"Cantara St and Paso Robles Av
Los Angeles, CA
(34.21900186600044, -118.50334948799969)"
"Cantara St and Paso Robles Av
Los Angeles, CA
(34.21900186600044, -118.50334948799969)"
"Cantara St and Wilbur Av
Los Angeles, CA
(34.219280857000456, -118.5448260549997)"
"Carl St and Arleta Av
Los Angeles, CA
(34.252493995000464, -118.43707820699967)"
"Carlsbad St and Aztec St
Los Angeles, CA
(34.29465253800049, -118.44650630999968)"
"Carlton Wy and Walgrove Av
Los Angeles, CA
(34.00117239500048, -118.44936706899972)"
"Carnegie St and Collis Av
Los Angeles, CA
(34.09105157500045, -118.18250614899972)"
"Carnegie St and Harriman Av
Los Angeles, CA
(34.090710586000455, -118.1813193319997)"
"Cartwright Av and Burbank Bl
Los Angeles, CA
(34.17214034400047, -118.36377902599969)"
"Cartwright Av and Chandler Bl
Los Angeles, CA
(34.16869060600044, -118.36361960299968)"
"Cartwright Av and Oxnard St
Los Angeles, CA
(34.17943394800045, -118.3637878829997)"
"Casaba Av and Gresham St
Los Angeles, CA
(34.23076374600049, -118.57649810299972)"
"Cashmere St and Sepulveda Bl
Los Angeles, CA
(34.066230290000476, -118.46022997899968)"
"Castalia Av and Huntington Dr
Los Angeles, CA
(34.08679143600045, -118.17700605299967)"
"Castle Heights Av and Beverlywood St
Los Angeles, CA
(34.03980148900047, -118.39773613799969)"
"Castle Heights Av and Cattaraugus Av
Los Angeles, CA
(34.03711343900045, -118.39749700399972)"
"Castle Heights Av and Cisco St
Los Angeles, CA
(34.04381363600049, -118.39783799199972)"
"Castle Heights Pl and Castle Heights Av
Los Angeles, CA
(34.03806112100045, -118.39753685899967)"
"Catalilna St and Franklin Av
Los Angeles, CA
(34.05349076500045, -118.24531669099969)"
"Catalina St and Fountain Av
Los Angeles, CA
(34.095422424000446, -118.29502783099969)"
"Cayuga Av and Wingo St
Los Angeles, CA
(34.25028421500048, -118.41279718899972)"
"Cayunga Av and Sheldon St
Los Angeles, CA
(34.05349076500045, -118.24531669099969)"
"Cedros Av and San Jose St
Los Angeles, CA
(34.26082385000046, -118.45313565199967)"
"Cedros Av and Sutton St
Los Angeles, CA
(34.14765119000049, -118.45295851599968)"
"Censor Av and Street
Los Angeles, CA
(34.05349076500045, -118.24531669099969)"
"Central Av and 3rd St
Los Angeles, CA
(34.04609427200046, -118.2395486049997)"
"Central Av and Newton St
Los Angeles, CA
(34.02802189600044, -118.24726733899968)"
"Chandler Bl and Clybourn Av
Los Angeles, CA
(34.168903170000476, -118.3563968519997)"
"Charing Cross and Conway Av
Los Angeles, CA
(34.07730133600046, -118.43414659399969)"
"Charing Cross and Hilgard Av
Los Angeles, CA
(34.077784033000455, -118.43906656699971)"
"Chase St and Amestoy Av
Los Angeles, CA
(34.22491380500048, -118.5069763629997)"
"Chase St and Louise Av
Los Angeles, CA
(34.22303172800048, -118.50982826399968)"
"Chase St and Louise Av
Los Angeles, CA
(34.22303172800048, -118.50982826399968)"
"Chase St and Lurline Av
Los Angeles, CA
(34.22456396000047, -118.58415926599969)"
"Chase St and Topanga Cyn Bl
Los Angeles, CA
(34.22425397100045, -118.60600908299972)"
"Chase St and Variel Av
Los Angeles, CA
(34.22456396000047, -118.59289653599967)"
"Chatsworth St and Aqueduct Av
Los Angeles, CA
(34.26457029100044, -118.47391821999969)"
"Chautaugua Bl and Sunset Bl
Los Angeles, CA
(34.05349076500045, -118.24531669099969)"
"Chesapeake Av and Coliseum St
Los Angeles, CA
(34.018243948000475, -118.34518852599967)"
"Chesapeake Av and Coliseum St
Los Angeles, CA
(34.018243948000475, -118.34518852599967)"
"Chili St and Commodore St
Los Angeles, CA
(34.076132233000465, -118.19563640899969)"
"Church Ln and Waterford
Los Angeles, CA
(34.06213400200045, -118.45811762299968)"
"Citrus Av and Olympic Bl
Los Angeles, CA
(34.057143175000476, -118.34127823299968)"
"Clarissa Av and Talmadge St
Los Angeles, CA
(34.10687431400049, -118.28309767199971)"
"Clarissa Av and Vermont Av
Los Angeles, CA
(34.10686102800048, -118.2917862279997)"
"Clayton Av and Lyman Pl
Los Angeles, CA
(34.09996155200048, -118.28850919899969)"
"Cleomoore Av and Kittridge St
Los Angeles, CA
(34.19145267600044, -118.65068739599968)"
"Cleon Av and Burbank Bl
Los Angeles, CA
(34.172162485000456, -118.3686458579997)"
"Clybourn Av and Burbank Bl
Los Angeles, CA
(34.17218019900048, -118.3577563769997)"
"Clybourn Av and Oxnard St
Los Angeles, CA
(34.17943394800045, -118.35885905299972)"
"Clymer St and Kingsbury St
Los Angeles, CA
(34.26350304400046, -118.45362720699967)"
"Cohasset St and Topanga Cyn Bl
Los Angeles, CA
(34.206460586000446, -118.6059559419997)"
"Colbath Av and Hartland St
Los Angeles, CA
(34.194822703000455, -118.43691878399972)"
"Coldwater Cyn Av and Victory Bl
Los Angeles, CA
(34.18668326900047, -118.41380686799971)"
"Coleman Av and Ebby Av
Los Angeles, CA
(34.05349076500045, -118.24531669099969)"
